max_dist,n_facilities,coverage_trip,coverage_register,coverage_outage,selected_facilities
5000,90,80.820927,76.732403,37.340866,"            lon        lat     category                         geometry
28   -84.719401  31.161662  gas_station   POINT (717378.525 3449757.760)
53   -84.797648  32.057238  gas_station   POINT (707917.117 3548901.701)
60   -84.515086  32.317674  gas_station   POINT (733932.153 3578361.421)
143  -84.916390  32.521657  gas_station   POINT (695704.041 3600173.450)
163  -84.540014  32.683519  gas_station   POINT (730648.296 3618877.438)
198  -84.713719  33.036860  gas_station   POINT (713509.192 3657696.360)
206  -85.107351  33.284576  gas_station   POINT (676246.485 3684433.718)
222  -85.116123  33.561882  gas_station   POINT (674872.369 3715169.754)
261  -85.021802  33.050785  gas_station   POINT (684704.021 3658656.395)
290  -84.778686  33.368445  gas_station   POINT (706659.749 3694338.020)
405  -84.776537  33.721904  gas_station   POINT (706018.649 3733541.805)
454  -84.519466  33.447239  gas_station   POINT (730573.480 3703621.664)
506  -84.391803  33.541863  gas_station   POINT (742179.502 3714407.561)
740  -83.945261  30.862104  gas_station   POINT (792108.691 3418316.654)
796  -83.274370  30.822566  gas_station   POINT (856448.188 3415881.204)
863  -83.777100  31.153285  gas_station   POINT (807260.181 3451063.499)
906  -84.194256  31.522230  gas_station   POINT (766431.130 3490892.883)
937  -83.831697  31.530344  gas_station   POINT (800848.499 3492732.504)
966  -83.071937  31.031518  gas_station   POINT (875011.901 3439728.266)
981  -83.532670  31.450242  gas_station   POINT (829539.180 3484708.323)
1025 -83.746707  31.959849  gas_station   POINT (807497.939 3540609.302)
1060 -83.618001  31.681476  gas_station   POINT (820631.343 3510104.102)
1068 -83.453400  31.951364  gas_station   POINT (835266.901 3540540.299)
1082 -83.174706  32.193074  gas_station   POINT (860676.923 3568257.334)
1105 -82.850414  31.306691  gas_station   POINT (895031.081 3471032.966)
1119 -82.810623  31.538675  gas_station   POINT (897839.109 3496919.509)
1133 -81.981236  31.205227  gas_station   POINT (978377.628 3463218.981)
1136 -81.689595  30.947751  gas_station  POINT (1007584.173 3435929.724)
1252 -83.705848  32.474318  gas_station   POINT (809610.576 3597794.248)
1260 -83.872705  32.554072  gas_station   POINT (793661.403 3606168.172)
1300 -84.293193  32.913023  gas_station   POINT (753145.334 3644895.296)
1349 -83.730643  32.832893  gas_station   POINT (806053.066 3637499.121)
1372 -83.913036  33.027700  gas_station   POINT (788338.215 3658593.896)
1403 -83.336102  32.401708  gas_station   POINT (844658.128 3590873.389)
1520 -83.537581  33.008343  gas_station   POINT (823494.916 3657540.580)
1524 -84.342902  33.102295  gas_station   POINT (747964.334 3665768.945)
1534 -84.153092  33.052407  gas_station   POINT (765833.575 3660700.681)
1563 -84.262610  33.247002  gas_station   POINT (755039.657 3682011.873)
1607 -83.959595  33.294344  gas_station   POINT (783128.358 3688044.732)
1619 -83.677212  33.310797  gas_station   POINT (809377.520 3690672.829)
1734 -84.143368  33.426496  gas_station   POINT (765606.913 3702219.247)
1962 -84.027425  33.665367  gas_station   POINT (775630.580 3729019.263)
2026 -83.861501  33.589651  gas_station   POINT (791276.747 3721075.040)
2069 -83.385666  33.326076  gas_station   POINT (836477.731 3693272.167)
2101 -83.500454  33.559632  gas_station   POINT (824912.712 3718819.983)
2142 -83.179415  33.575797  gas_station   POINT (854669.677 3721668.345)
2148 -82.933441  32.490695  gas_station   POINT (882185.180 3602120.570)
2194 -82.798981  32.988247  gas_station   POINT (892637.973 3657829.830)
2218 -81.781718  32.413352  gas_station   POINT (990961.093 3598258.584)
2237 -81.949999  32.797484  gas_station   POINT (973079.610 3640147.180)
2247 -81.635405  32.749315  gas_station  POINT (1002857.105 3636254.232)
2270 -82.498577  33.457994  gas_station   POINT (918488.153 3711136.690)
2283 -82.314601  33.533102  gas_station   POINT (935229.620 3720233.114)
2286 -82.009038  33.080251  gas_station   POINT (966052.093 3671279.926)
2303 -82.038364  33.364289  gas_station   POINT (961810.825 3702686.699)
2427 -81.521001  31.218490  gas_station  POINT (1022232.677 3466783.001)
2620 -81.111441  32.004346  gas_station  POINT (1056611.621 3556109.367)
2690 -81.308103  32.351629  gas_station  POINT (1035947.154 3593686.327)
2701 -85.189245  33.815651  gas_station   POINT (667590.366 3743190.129)
2715 -85.207029  34.018232  gas_station   POINT (665551.791 3765626.967)
2739 -85.170519  34.248919  gas_station   POINT (668464.798 3791270.168)
2949 -84.492106  33.827320  gas_station   POINT (732094.539 3745838.613)
3073 -84.572684  33.952016  gas_station   POINT (724308.738 3759490.163)
3234 -84.818527  34.211554  gas_station   POINT (700971.523 3787764.795)
3332 -84.464305  34.257217  gas_station   POINT (733485.917 3793585.748)
3380 -85.279889  34.718970  gas_station   POINT (657506.087 3843225.476)
3459 -85.154222  34.928899  gas_station   POINT (668585.995 3866713.423)
3484 -84.924104  34.511980  gas_station   POINT (690561.764 3820882.107)
3525 -84.971477  34.774705  gas_station   POINT (685625.669 3849933.798)
3549 -84.769448  34.765968  gas_station   POINT (704137.583 3849356.815)
3585 -84.472668  34.684683  gas_station   POINT (731531.091 3840983.510)
3662 -84.264813  33.750422  gas_station   POINT (753362.028 3737845.198)
3993 -84.034606  33.938572  gas_station   POINT (774091.066 3759307.151)
4089 -83.743243  33.796486  gas_station   POINT (801532.142 3744361.100)
4189 -83.711399  33.999891  gas_station   POINT (803758.563 3767021.843)
4243 -84.137421  34.190210  gas_station   POINT (763803.084 3786951.392)
4399 -83.800660  34.282462  gas_station   POINT (794526.927 3798110.266)
4435 -83.438072  33.826938  gas_station   POINT (829683.257 3748676.677)
4484 -83.393153  33.965158  gas_station   POINT (833303.782 3764158.649)
4514 -83.116320  33.875596  gas_station   POINT (859276.343 3755155.725)
4539 -83.570912  34.118493  gas_station   POINT (816298.979 3780607.240)
4565 -83.223547  34.121589  gas_station   POINT (848343.733 3782082.923)
4576 -83.255330  34.372205  gas_station   POINT (844386.104 3809785.608)
4597 -83.986861  34.539673  gas_station   POINT (776530.708 3826121.385)
4630 -84.323515  34.870494  gas_station   POINT (744648.898 3861949.799)
4665 -83.582378  34.485645  gas_station   POINT (813869.833 3821309.423)
4739 -82.866985  34.111278  gas_station   POINT (881300.126 3782214.809)
4746 -82.938351  34.344486  gas_station   POINT (873678.155 3807832.767)
4795 -83.424846  31.134848      parking   POINT (840928.330 3450050.856)
4826 -84.822879  33.910665      parking   POINT (701281.108 3754384.872)"
